1,9,19,,,,,,,,,
2,10,9,,,,,,,,,
3,9,30,,,,,,,,,
4,10,29,,,,,,,,,
5,9,20,,,,,,,,,
6,10,20,,,,,,,,,
7,9,30,,,,,,,,,
8,10,29,,,,,,,,,
9,9,20,,,,,,,,,
10,10,20,,,,,,,,,
11,10,20,,,,,,,,,
12,10,20,,,,,,,,,
13,9,18,,,,,,,,,
14,10,19,,,,,,,,,
15,9,20,,,,,,,,,
16,10,20,,,,,,,,,
17,9,19,,,,,,,,,
18,10,15,,,,,,,,,
19,9,6,,,,,,,,,
20,10,20,,,,,,,,,
21,9,20,,,,,,,,,
22,9,20,,,,,,,,,
23,9,20,,,,,,,,,
24,10,30,,,,,,,,,
25,9,30,,,,,,,,,
26,10,30,,,,,,,,,
27,9,30,,,,,,,,,
28,10,30,,,,,,,,,
29,9,29,,,,,,,,,
30,10,20,,,,,,,,,
31,9,19,,,,,,,,,
32,10,20,,,,,,,,,
33,10,20,,,,,,,,,
34,2,20,,,,,,,,,
35,1,20,,,,,,,,,
36,2,19,,,,,,,,,
37,1,9,,,,,,,,,
38,2,19,,,,,,,,,
39,1,9,,,,,,,,,
40,2,29,,,,,,,,,
41,1,20,,,,,,,,,
42,2,17,,,,,,,,,
43,1,8,,,,,,,,,
44,1,20,,,,,,,,,
45,2,30,,,,,,,,,
46,1,30,,,,,,,,,
47,2,30,,,,,,,,,
48,1,30,,,,,,,,,
49,2,30,,,,,,,,,
50,1,29,,,,,,,,,
51,2,20,,,,,,,,,
52,1,18,,,,,,,,,
53,2,16,,,,,,,,,
54,2,16,,,,,,,,,
55,2,30,,,,,,,,,
56,1,30,,,,,,,,,
57,2,29,,,,,,,,,
58,1,20,,,,,,,,,
59,2,19,,,,,,,,,
60,1,17,,,,,,,,,
61,2,9,,,,,,,,,
62,1,30,,,,,,,,,
63,2,30,,,,,,,,,
64,1,28,,,,,,,,,
65,1,28,,,,,,,,,
66,3,20,,,,,,,,,
67,4,18,,,,,,,,,
68,3,9,,,,,,,,,
69,4,20,,,,,,,,,
70,3,29,,,,,,,,,
71,4,20,,,,,,,,,
72,3,19,,,,,,,,,
73,4,20,,,,,,,,,
74,3,30,,,,,,,,,
75,4,27,,,,,,,,,
76,4,27,,,,,,,,,
77,4,27,,,,,,,,,
78,4,27,,,,,,,,,
79,3,19,,,,,,,,,
80,4,9,,,,,,,,,
81,3,20,,,,,,,,,
82,4,29,,,,,,,,,
83,3,20,,,,,,,,,
84,4,18,,,,,,,,,
85,3,18,,,,,,,,,
86,4,19,,,,,,,,,
87,3,20,,,,,,,,,
88,3,20,,,,,,,,,
89,3,20,,,,,,,,,
90,4,20,,,,,,,,,
91,3,28,,,,,,,,,
92,4,20,,,,,,,,,
93,3,20,,,,,,,,,
94,4,29,,,,,,,,,
95,3,20,,,,,,,,,
96,4,20,,,,,,,,,
97,3,30,,,,,,,,,
98,4,28,,,,,,,,,
99,4,28,,,,,,,,,
100,4,28,,,,,,,,,
101,14,30,,,,,,,,,
102,13,27,,,,,,,,,
103,14,20,,,,,,,,,
104,13,20,,,,,,,,,
105,14,30,,,,,,,,,
106,13,30,,,,,,,,,
107,14,29,,,,,,,,,
108,13,20,,,,,,,,,
109,14,19,,,,,,,,,
110,13,18,,,,,,,,,
111,13,28,,,,,,,,,
112,13,18,,,,,,,,,
113,14,8,,,,,,,,,
114,13,20,,,,,,,,,
115,14,20,,,,,,,,,
116,13,26,,,,,,,,,
117,14,17,,,,,,,,,
118,13,7,,,,,,,,,
119,14,19,,,,,,,,,
120,13,8,,,,,,,,,
121,14,10,,,,,,,,,
122,14,10,,,,,,,,,
123,14,19,,,,,,,,,
124,13,20,,,,,,,,,
125,14,30,,,,,,,,,
126,13,30,,,,,,,,,
127,14,30,,,,,,,,,
128,13,28,,,,,,,,,
129,14,20,,,,,,,,,
130,13,20,,,,,,,,,
131,14,30,,,,,,,,,
132,13,30,,,,,,,,,
133,13,30,,,,,,,,,
134,13,30,,,,,,,,,
135,19,20,,,,,,,,,
136,20,20,,,,,,,,,
137,19,20,,,,,,,,,
138,20,19,,,,,,,,,
139,19,20,,,,,,,,,
140,20,28,,,,,,,,,
141,19,19,,,,,,,,,
142,20,9,,,,,,,,,
143,19,9,,,,,,,,,
144,20,20,,,,,,,,,
145,20,20,,,,,,,,,
146,20,19,,,,,,,,,
147,19,9,,,,,,,,,
148,20,19,,,,,,,,,
149,19,18,,,,,,,,,
150,20,20,,,,,,,,,
151,19,30,,,,,,,,,
152,20,30,,,,,,,,,
153,19,29,,,,,,,,,
154,20,20,,,,,,,,,
155,19,20,,,,,,,,,
156,19,20,,,,,,,,,
157,19,30,,,,,,,,,
158,20,28,,,,,,,,,
159,19,20,,,,,,,,,
160,20,20,,,,,,,,,
161,19,20,,,,,,,,,
162,20,20,,,,,,,,,
163,19,20,,,,,,,,,
164,20,16,,,,,,,,,
165,19,8,,,,,,,,,
166,20,20,,,,,,,,,
167,20,20,,,,,,,,,
168,10,9,,,,,,,,,
169,11,10,,,,,,,,,
170,10,0,,,,,,,,,
171,11,8,,,,,,,,,
172,10,18,,,,,,,,,
173,11,19,,,,,,,,,
174,10,20,,,,,,,,,
175,11,19,,,,,,,,,
176,10,9,,,,,,,,,
177,11,28,,,,,,,,,
178,9,28,,,,,,,,,
179,11,28,,,,,,,,,
180,9,19,,,,,,,,,
181,10,9,,,,,,,,,
182,9,9,,,,,,,,,
183,10,20,,,,,,,,,
184,9,20,,,,,,,,,
185,10,29,,,,,,,,,
186,9,20,,,,,,,,,
187,10,20,,,,,,,,,
188,9,20,,,,,,,,,
189,10,18,,,,,,,,,
190,10,18,,,,,,,,,
191,10,19,,,,,,,,,
192,9,19,,,,,,,,,
193,10,20,,,,,,,,,
194,9,24,,,,,,,,,
195,10,20,,,,,,,,,
196,9,20,,,,,,,,,
197,10,20,,,,,,,,,
198,9,20,,,,,,,,,
199,10,20,,,,,,,,,
200,9,20,,,,,,,,,
201,9,20,,,,,,,,,
202,5,20,,,,,,,,,
203,6,29,,,,,,,,,
204,5,20,,,,,,,,,
205,6,19,,,,,,,,,
206,5,20,,,,,,,,,
207,6,30,,,,,,,,,
208,5,30,,,,,,,,,
209,6,30,,,,,,,,,
210,5,30,,,,,,,,,
211,6,28,,,,,,,,,
212,6,28,,,,,,,,,
213,6,28,,,,,,,,,
214,6,20,,,,,,,,,
215,5,30,,,,,,,,,
216,6,30,,,,,,,,,
217,5,30,,,,,,,,,
218,6,29,,,,,,,,,
219,5,20,,,,,,,,,
220,6,20,,,,,,,,,
221,5,30,,,,,,,,,
222,6,30,,,,,,,,,
223,5,29,,,,,,,,,
224,5,29,,,,,,,,,
225,5,29,,,,,,,,,
225,5,28,,,,,,,,,
227,6,20,,,,,,,,,
228,5,19,,,,,,,,,
229,6,20,,,,,,,,,
230,5,29,,,,,,,,,
231,6,20,,,,,,,,,
232,5,20,,,,,,,,,
233,6,19,,,,,,,,,
234,5,9,,,,,,,,,
235,6,19,,,,,,,,,
236,6,19,,,,,,,,,
237,17,30,,,,,,,,,
238,18,30,,,,,,,,,
239,17,29,,,,,,,,,
240,18,20,,,,,,,,,
241,17,20,,,,,,,,,
242,18,28,,,,,,,,,
243,17,20,,,,,,,,,
244,18,20,,,,,,,,,
245,17,30,,,,,,,,,
246,18,29,,,,,,,,,
247,18,29,,,,,,,,,
248,18,29,,,,,,,,,
249,18,20,,,,,,,,,
250,17,29,,,,,,,,,
251,18,20,,,,,,,,,
252,17,20,,,,,,,,,
253,18,29,,,,,,,,,
254,17,20,,,,,,,,,
255,18,20,,,,,,,,,
256,17,30,,,,,,,,,
257,18,29,,,,,,,,,
258,17,20,,,,,,,,,
259,17,20,,,,,,,,,
260,17,30,,,,,,,,,
261,18,29,,,,,,,,,
262,17,20,,,,,,,,,
263,18,19,,,,,,,,,
264,17,20,,,,,,,,,
265,18,19,,,,,,,,,
266,17,9,,,,,,,,,
267,18,19,,,,,,,,,
268,17,19,,,,,,,,,
269,18,20,,,,,,,,,
270,18,20,,,,,,,,,
271,8,29,,,,,,,,,
272,7,20,,,,,,,,,
273,8,19,,,,,,,,,
274,7,9,,,,,,,,,
275,8,30,,,,,,,,,
276,7,30,,,,,,,,,
277,8,30,,,,,,,,,
278,7,30,,,,,,,,,
279,8,28,,,,,,,,,
280,7,20,,,,,,,,,
281,7,20,,,,,,,,,
282,7,29,,,,,,,,,
283,8,19,,,,,,,,,
284,7,9,,,,,,,,,
285,8,20,,,,,,,,,
286,7,30,,,,,,,,,
287,8,30,,,,,,,,,
288,7,30,,,,,,,,,
289,8,30,,,,,,,,,
290,7,27,,,,,,,,,
291,8,20,,,,,,,,,
292,8,20,,,,,,,,,
293,8,27,,,,,,,,,
294,7,19,,,,,,,,,
295,8,9,,,,,,,,,
296,7,20,,,,,,,,,
297,8,18,,,,,,,,,
298,7,20,,,,,,,,,
299,8,29,,,,,,,,,
300,7,20,,,,,,,,,
301,8,18,,,,,,,,,
302,7,19,,,,,,,,,
303,7,19,,,,,,,,,
304,11,20,,,,,,,,,
305,0,19,,,,,,,,,
306,11,19,,,,,,,,,
307,0,8,,,,,,,,,
308,11,17,,,,,,,,,
309,0,16,,,,,,,,,
310,11,8,,,,,,,,,
311,0,30,,,,,,,,,
312,11,29,,,,,,,,,
313,0,29,,,,,,,,,
314,12,29,,,,,,,,,
315,12,19,,,,,,,,,
316,11,16,,,,,,,,,
317,12,20,,,,,,,,,
318,11,20,,,,,,,,,
319,12,20,,,,,,,,,
320,11,30,,,,,,,,,
321,12,28,,,,,,,,,
322,11,19,,,,,,,,,
323,12,9,,,,,,,,,
324,11,19,,,,,,,,,
325,11,19,,,,,,,,,
326,11,19,,,,,,,,,
327,12,17,,,,,,,,,
328,11,8,,,,,,,,,
329,12,8,,,,,,,,,
330,11,20,,,,,,,,,
331,12,30,,,,,,,,,
332,11,30,,,,,,,,,
333,12,30,,,,,,,,,
334,11,30,,,,,,,,,
335,12,29,,,,,,,,,
336,12,29,,,,,,,,,
337,12,29,,,,,,,,,
338,12,19,,,,,,,,,
339,11,20,,,,,,,,,
340,12,26,,,,,,,,,
341,11,20,,,,,,,,,
342,12,19,,,,,,,,,
343,11,19,,,,,,,,,
344,12,20,,,,,,,,,
345,11,20,,,,,,,,,
346,12,18,,,,,,,,,
347,11,19,,,,,,,,,
348,11,19,,,,,,,,,
349,11,20,,,,,,,,,
350,12,30,,,,,,,,,
351,11,30,,,,,,,,,
352,12,30,,,,,,,,,
353,11,26,,,,,,,,,
354,12,20,,,,,,,,,
355,11,20,,,,,,,,,
356,12,29,,,,,,,,,
357,11,20,,,,,,,,,
358,12,20,,,,,,,,,
359,12,20,,,,,,,,,
360,12,30,,,,,,,,,
361,11,30,,,,,,,,,
362,12,30,,,,,,,,,
363,11,29,,,,,,,,,
364,12,20,,,,,,,,,
365,11,20,,,,,,,,,
366,12,30,,,,,,,,,
367,11,30,,,,,,,,,
368,12,28,,,,,,,,,
369,11,20,,,,,,,,,
370,11,20,,,,,,,,,